"","domain","tote_seite","catkey","category"
"30006","boutique-alexander.de",0,"K16000","K"
"30007","bothe-hild.de",0,"K14000","K"
"30008","bositsch.de",0,"K25000","K"
"30009","bosch-formenbau.de",0,"K12000","K"
"30010","borowski-motors.de",0,"K15000","K"
"30011","born-to-be-wald.com",0,"K20000","K"
"30012","borgwarthof.de",0,"K18000","K"
"30013","borellimmobilien.de",0,"K25000","K"
"30014","borchert-kanera.de",0,"K29000","K"
"30015","bootsfarben-berlin.de",0,"K14000","K"
"30016","booking-freiburg.de",0,"K18000","K"
"30017","bonville-fashion.de",0,"K34000","K"
"30018","bonum-unternehmensberatung.eu",0,"K26000","K"
"30019","bonsai-club-deutschland.de",0,"K33000","K"
"30020","bonnfinanz-kai-becker.de",0,"K24000","K"
"30021","bonnfinanz-dietrich-krueger.de",0,"K24000","K"
"30022","bonn-schluessel.de",0,"K34000","K"
"30023","bonatec.de",0,"K14000","K"
"30024","bonas-info.de",0,"K28000","K"
"30025","bolz-stutensee.de",0,"K30000","K"
"30026","bolwins.de",0,"K16000","K"
"30027","boll-systembau.de",0,"K14000","K"
"30028","boley-kamine.de",0,"K12000","K"
"30029","bohemianfelt.de",0,"K16000","K"
"30030","bogbr.de",0,"K14000","K"
"30031","bogata.de",0,"K16000","K"
"30032","boettner-personalteam.de",0,"K27000","K"
"30033","boettcher-restaurierung.de",0,"K16000","K"
"30034","boettcher-fliesenverlegung.de",0,"K14000","K"
"30035","boellerkaiser.com",0,"K16000","K"
"30036","boehm-entsorgung.de",0,"K13000","K"
"30037","boeck-kg.de",0,"K16000","K"
"30038","bodyform.de",0,"K21000","K"
"30039","bodyandface-koeln.de",0,"K22000","K"
"30040","bodhranshop.com",0,"K16000","K"
"30041","bodenseefischerei.com",0,"K18000","K"
"30042","bodensee-holiday.de",0,"K18000","K"
"30043","bodenentsorgung.de",0,"K13000","K"
"30044","bodenbau-parkett.de",0,"K14000","K"
"30045","boden-wasser.de",0,"K30000","K"
"30046","boden-ottl.de",0,"K14000","K"
"30047","boden-baer.de",0,"K14000","K"
"30048","boden-aspekte.de",0,"K16000","K"
"30049","bodega-neustadt.de",0,"K19000","K"
"30050","bockholt-container.de",0,"K14000","K"
"30051","bock-parkett.com",0,"K14000","K"
"30052","bock-das-restaurant.com",0,"K19000","K"
"30053","bochumerbluesbande.de",0,"K21000","K"
"30054","boardhandling.info",0,"K12000","K"
"30055","bn-legal.de",0,"K29000","K"
"30056","bmr-gmbh.de",0,"K14000","K"
"30057","blumenhof-bordelum.de",0,"K16000","K"
"30058","blumenhaus-wasser.de",0,"K16000","K"
"30059","blumendeko-und-service-kleeblatt.de",0,"K16000","K"
"30060","blumenatelier-reisinger.de",0,"K16000","K"
"30061","blumen-konrad.de",0,"K16000","K"
"30062","blumen-geschenke-oase.de",0,"K16000","K"
"30063","blumen-galerie.net",0,"K16000","K"
"30064","blumen-apo.de",0,"K16000","K"
"30065","blumen-am-stadtpark.de",0,"K16000","K"
"30066","blum-praezision.de",0,"K14000","K"
"30067","bluese-arbeits-gesundheitsschutz.de",0,"K32000","K"
"30068","bluegecko.de",0,"K12000","K"
"30069","bluecorner-olpe.de",0,"K16000","K"
"30070","blossom-box.de",0,"K16000","K"
"30071","blood.energy",0,"K32000","K"
"30072","blog.trailerspointpfeiffer.de",0,NA,"K"
"30073","blog.peterboehm.de",0,NA,"K"
"30074","blog.love-remedies-shop.de",0,NA,"K"
"30075","blog.fitness-fellows.de",0,NA,"K"
"30076","block-paderborn.de",0,"K14000","K"
"30077","blm-rv.de",0,"K14000","K"
"30078","blitzblank-mladenovic.de",0,"K30000","K"
"30079","blissy-blue.de",0,"K16000","K"
"30080","blind-sehen.de",0,"K31000","K"
"30081","blickfang-dekodesign.de",0,"K21000","K"
"30082","blende20.de",0,"K20000","K"
"30083","bleibende-erinnerung.eu",0,"K16000","K"
"30084","blechmonkey.com",0,"K15000","K"
"30085","blechisolierungen.de",0,"K16000","K"
"30086","blechdosenkaufen.de",0,"K34000","K"
"30087","blechblaeser-apostelkirche.de",0,"K21000","K"
"30088","blazersbydesign.com",0,"K16000","K"
"30089","blaurockgmbh.de",0,"K14000","K"
"30090","blank-baukompetenz.de",0,"K28000","K"
"30091","blaess.de",0,"K14000","K"
"30092","blackchip.de",0,"K15000","K"
"30093","black-and-white-fahrschule.de",0,"K31000","K"
"30094","blabla-mode.de",0,"K16000","K"
"30095","bks-muensterland.de",0,"K14000","K"
"30096","bk-trailer.com",0,"K15000","K"
"30097","bk-schornsteintechnik.de",0,"K14000","K"
"30098","bk-immobilien-klaus.de",0,"K25000","K"
"30099","bj-arbeitsschutz.de",0,"K16000","K"
"30100","bivo-vermietung.de",0,"K18000","K"
"30101","bivo-shop.de",0,"K16000","K"
"30102","bitconsult.de",0,"K23000","K"
"30103","bit-flag.net",0,"K23000","K"
"30104","bistrositin.de",0,"K19000","K"
"30105","bistroalibaba.de",0,"K19000","K"
"30106","bistro-no2.de",0,"K19000","K"
"30107","bistro-avus.eu",0,"K19000","K"
"30108","bisonberlin.de",0,"K19000","K"
"30109","bischofundtormann.com",0,"K14000","K"
"30110","birgi-bausanierung.de",0,"K14000","K"
"30111","biowein-pur.de",0,"K19000","K"
"30112","biopure.de",0,"K22000","K"
"30113","bioprime-for-you.de",0,"K22000","K"
"30114","bioenergetik-duesseldorf.de",0,"K32000","K"
"30115","biobroker.de",0,"K28000","K"
"30116","bio-prime.de",0,"K22000","K"
"30117","bio-honig.com",0,"K16000","K"
"30118","binara.de",0,"K16000","K"
"30119","bimafoto.de",0,"K20000","K"
"30120","billen.immobilien",0,"K25000","K"
"30121","billardproshop.eu",0,"K16000","K"
"30122","billard-ochsenfurt.de",0,"K19000","K"
"30123","bildnah.de",0,"K20000","K"
"30124","bildergnom.de",0,"K20000","K"
"30125","bilder.haus-teichmann.de",0,NA,"K"
"30126","bildarchiv.steffens.biz",0,NA,"K"
"30127","bild-kreativ.de",0,"K20000","K"
"30128","bikewelt24.de",0,"K16000","K"
"30129","bikerblock.de",0,"K26000","K"
"30130","bik-kabeltechnik.com",0,"K14000","K"
"30131","biggesee-ferienwohnung.de",0,"K18000","K"
"30132","bigdoggy.de",0,"K16000","K"
"30133","bigbandblechwerk.de",0,"K21000","K"
"30134","bierl.com",0,"K14000","K"
"30135","biergarten-saline.de",0,"K19000","K"
"30136","bierboerse.info",0,"K21000","K"
"30137","bienenhof-engelschall.de",0,"K16000","K"
"30138","bienenheldt.de",0,"K16000","K"
"30139","biemie.de",0,"K16000","K"
"30140","biehler-online.de",0,"K23000","K"
"30141","bieg.com",0,"K16000","K"
"30142","biberger.net",0,"K14000","K"
"30143","bianka-dasfriseurteam.de",0,"K22000","K"
"30144","biag-hessen.de",0,"K34000","K"
"30145","bhs-baubetreuung.de",0,"K14000","K"
"30146","bhr-aachen.de",0,"K13000","K"
"30147","bfm.de",0,"K26000","K"
"30148","bfims.de",0,"K31000","K"
"30149","bfbh.net",0,"K31000","K"
"30150","bf-uhrenhandel.eu",0,"K16000","K"
"30151","beziehungsweise-fl.de",0,"K32000","K"
"30152","beyonddiamond.de",0,"K15000","K"
"30153","beyer-automobile.de",0,"K15000","K"
"30154","bewerbungs-coach.com",0,"K34000","K"
"30155","bewegungs-energie.de",0,"K15000","K"
"30156","bewachung.net",0,"K30000","K"
"30157","beulendoktor-lackdoktor-aachen.de",0,"K15000","K"
"30158","beukenberg.de",0,"K29000","K"
"30159","bettinasanio.com",0,"K34000","K"
"30160","bettermann-immobilien.de",0,"K25000","K"
"30161","better-in-english.de",0,"K31000","K"
"30162","betten-auer.de",0,"K16000","K"
"30163","bettandbreakfast.de",0,"K16000","K"
"30164","betonkonkret.de",0,"K14000","K"
"30165","beton-decken.de",0,"K16000","K"
"30166","beta-tec.de",0,"K16000","K"
"30167","bestho-shop.com",0,"K16000","K"
"30168","bestform-ulm.de",0,"K21000","K"
"30169","bestelleeinenkoch.de",0,"K19000","K"
"30170","bestbuy-24.de",0,"K16000","K"
"30171","bestattungshaus-hartje.de",0,"K34000","K"
"30172","bestattungen-sickfeld.de",0,"K34000","K"
"30173","bestattungen-schlange.de",0,"K34000","K"
"30174","bestattungen-rossmann.de",0,"K34000","K"
"30175","bestattungen-lichtblick.de",0,"K34000","K"
"30176","bestattungen-becker-kassel.de",0,"K34000","K"
"30177","bestattung-jpaulmann.de",0,"K34000","K"
"30178","besser-leben-hypnose.de",0,"K32000","K"
"30179","berufskraftfahrer-wiesbaden.de",0,"K31000","K"
"30180","bertschinnovation.com",0,"K23000","K"
"30181","bertsch-elektrotechnik.de",0,"K14000","K"
"30182","berts-garage.de",0,"K15000","K"
"30183","bernstyle.de",0,"K16000","K"
"30184","berlinerkochwerkstatt.de",0,"K19000","K"
"30185","berliner-umlandprodukte.de",0,"K16000","K"
"30186","berliner-immo.net",0,"K25000","K"
"30187","berlincityhome.de",0,"K25000","K"
"30188","berlincityhandel.de",0,"K16000","K"
"30189","berlin-domicil.de",0,"K18000","K"
"30190","berlin-berlin-berlin.com",0,"K18000","K"
"30191","berkant-galabau.de",0,"K30000","K"
"30192","bergschloessl-herrenwies.de",0,"K18000","K"
"30193","berghuetten-mieten.com",0,"K18000","K"
"30194","berger-reise.de",0,"K18000","K"
"30195","berenbold.com",0,"K20000","K"
"30196","beratung-rosenheim.de",0,"K34000","K"
"30197","beratung-ahrensburg.de",0,"K34000","K"
"30198","bensheim.wiest-autohaeuser.de",0,"K15000","K"
"30199","benserecht.de",0,"K29000","K"
"30200","bens-garage.com",0,"K15000","K"
"30201","benrath.asia-thai-duesseldorf.de",0,NA,"K"
"30202","benning-praxis.de",0,"K32000","K"
"30203","bennas-nagelstudio.de",0,"K22000","K"
"30204","benjamin-palme---personal-training.de",0,"K21000","K"
"30205","bengelchen.cologne",0,"K16000","K"
"30206","benefit-consult.de",0,"K23000","K"
"30207","benedetti-italienisch.de",0,"K34000","K"
"30208","benchmarkpartner.de",0,"K26000","K"
"30209","bemaco-blowtec.de",0,"K12000","K"
"30210","belzl.de",0,"K33000","K"
"30211","belvisana.de",0,"K16000","K"
"30212","belvidere.de",0,"K18000","K"
"30213","belloundelsa.de",0,"K16000","K"
"30214","bellavista-schuhe.com",0,"K16000","K"
"30215","bella-italia-elsenfeld.de",0,"K19000","K"
"30216","bekobau.com",0,"K14000","K"
"30217","bekheet.de",0,"K21000","K"
"30218","bekegg-studios.de",0,"K21000","K"
"30219","beitelschmidt.de",0,"K21000","K"
"30220","bega-baumanagement.de",0,"K14000","K"
"30221","befree-franken.de",0,"K21000","K"
"30222","bedizzy.de",0,"K16000","K"
"30223","bed-los.de",0,"K17000","K"
"30224","beckerland.de",0,"K14000","K"
"30225","becker-das-weingut.de",0,"K19000","K"
"30226","becker-busreisen.de",0,"K17000","K"
"30227","beautywahn.com",0,"K22000","K"
"30228","beautystarbonn.de",0,"K22000","K"
"30229","beautylounge4you.de",0,"K22000","K"
"30230","beautyfee-berlin.com",0,"K22000","K"
"30231","beauty-optimizer.de",0,"K22000","K"
"30232","beauty-naillounge.de",0,"K22000","K"
"30233","beauty-garage-bruehl.de",0,"K15000","K"
"30234","beautiful-institute.de",0,"K22000","K"
"30235","beate-mazur.de",0,"K34000","K"
"30236","beat4you.de",0,"K16000","K"
"30237","beafrateur.com",0,"K22000","K"
"30238","beachhouse.de",0,"K18000","K"
"30239","bea-broecher.de",0,"K14000","K"
"30240","be-well.biz",0,"K22000","K"
"30241","be-noble.de",0,"K16000","K"
"30242","bdz-metzler.de",0,"K14000","K"
"30243","bdw-witteborn.de",0,"K14000","K"
"30244","bd-energiekostenberatung.de",0,"K14000","K"
"30245","bd-belladonna.de",0,"K16000","K"
"30246","bcp.schweder-soehne-partner.com",0,NA,"K"
"30247","bbswiki.bbs-kusel.de",0,NA,"K"
"30248","bbst-freiburg.de",0,"K14000","K"
"30249","bbs-kusel.de",0,"K31000","K"
"30250","bbmt-gmbh.de",0,"K14000","K"
"30251","bbm-style.de",0,"K16000","K"
"30252","bbm-online.com",0,"K14000","K"
"30253","bbk-moebel.de",0,"K14000","K"
"30254","bbhappy.de",0,"K18000","K"
"30255","bbh-grimmen.de",0,"K14000","K"
"30256","bb-wendt.de",0,"K14000","K"
"30257","bb-taxi.de",0,"K17000","K"
"30258","bb-services-owl.de",0,"K30000","K"
"30259","bb-kartshop.com",0,"K15000","K"
"30260","bb-bodenerkundung.de",0,"K14000","K"
"30261","bayrischstylisch.de",0,"K16000","K"
"30262","bayern-koi.de",0,"K10000","K"
"30263","bay-kommunal.info",0,"K33000","K"
"30264","bavd-consulting-marketing.com",0,"K26000","K"
"30265","bavaria-schulen.de",0,"K31000","K"
"30266","bavaria-control.de",0,"K24000","K"
"30267","bav-rentenberatung.eu",0,"K24000","K"
"30268","bautzen-stadtfuehrungen.de",0,"K18000","K"
"30269","bautenschutz-hamann.de",0,"K14000","K"
"30270","baustatiker-kraus.eu",0,"K14000","K"
"30271","baustatik-kickhoefen.de",0,"K28000","K"
"30272","bauspenglerei-mayer.de",0,"K14000","K"
"30273","bauservice-kircher.de",0,"K14000","K"
"30274","bauservice-jj.de",0,"K16000","K"
"30275","bausanierung-patay.de",0,"K14000","K"
"30276","baur-watertech.de",0,"K14000","K"
"30277","baur-engineering.de",0,"K14000","K"
"30278","baumschule-richter.de",0,"K10000","K"
"30279","baumschule-groenhagen.de",0,"K10000","K"
"30280","baumpflegewolf.de",0,"K30000","K"
"30281","baumeister-be.de",0,"K14000","K"
"30282","baumann-comm.de",0,"K26000","K"
"30283","baumann-bau-und-stein.de",0,"K14000","K"
"30284","baum-reiter.de",0,"K29000","K"
"30285","baulohnplus.de",0,"K27000","K"
"30286","baugesellschaft-ahrens.de",0,"K14000","K"
"30287","baugeschaeft-otto.de",0,"K14000","K"
"30288","baufinanzierung.mira-haus.de",0,NA,"K"
"30289","baufinanzierung-institut.de",0,"K24000","K"
"30290","baufinanzierung-hassler.de",0,"K24000","K"
"30291","bauers-fewo.de",0,"K18000","K"
"30292","bauer-seining.de",0,"K14000","K"
"30293","bauelemente-gert.de",0,"K16000","K"
"30294","baudoktor-nord.de",0,"K14000","K"
"30295","baudienstleistungen-grell.de",0,"K14000","K"
"30296","baudesign-lausmann.de",0,"K14000","K"
"30297","baudekoration-zoeller.de",0,"K14000","K"
"30298","bauconcept-haus.ch",0,"K14000","K"
"30299","baubiologie-rotenburg.de",0,"K14000","K"
"30300","bau13.de",0,"K14000","K"
"30301","bau-holzhaeuser.de",0,"K14000","K"
"30302","bau-grundstueck-seebach-bei-eisenach.de",0,"K25000","K"
"30303","bau-dialog-hudel.de",0,"K25000","K"
"30304","batterien-rastatt.de",0,"K15000","K"
"30305","batek-center.de",0,"K20000","K"
"30306","bastrans.de",0,"K17000","K"
"30307","bassanobar.de",0,"K19000","K"
"30308","basener.de",0,"K29000","K"
"30309","baschwanaki.com",0,"K16000","K"
"30310","bartolomeo-klavier-logistik.de",0,"K17000","K"
"30311","bartleshof-kern.de",0,"K18000","K"
"30312","barsello.de",0,"K19000","K"
"30313","barrierefrei-homecomfort.de",0,"K14000","K"
"30314","barmai.de",0,"K23000","K"
"30315","barfuss-kosmetik.de",0,"K22000","K"
"30316","barfuss-jeru.de",0,"K21000","K"
"30317","barf-shop-hofheim.de",0,"K16000","K"
"30318","barbecue-bottle-butler.de",0,"K16000","K"
"30319","barbaramayer.de",0,"K20000","K"
"30320","bar-holiday.com",0,"K19000","K"
"30321","baq-gmbh.de",0,"K27000","K"
"30322","bangon-thaimassage.de",0,"K22000","K"
"30323","bandschmiede.de",0,"K31000","K"
"30324","bammer.info",0,"K14000","K"
"30325","baltic-massivhaus.de",0,"K14000","K"
"30326","baltaci-fussbodenbau.de",0,"K14000","K"
"30327","balm4soul.de",0,"K16000","K"
"30328","ballshop-online.de",0,"K16000","K"
"30329","ballonkopmann.de",0,"K21000","K"
"30330","ballery.de",0,"K19000","K"
"30331","ball-werktechnik.de",0,"K30000","K"
"30332","balkonversiegelung.de",0,"K14000","K"
"30333","bak-immobilien.de",0,"K25000","K"
"30334","bagsandbags.de",0,"K16000","K"
"30335","bagpoint-dresspoint.de",0,"K16000","K"
"30336","bagofsweets.de",0,"K16000","K"
"30337","bagatur-dienstleistungen.de",0,"K14000","K"
"30338","baeumer-converting-machines.de",0,"K12000","K"
"30339","baensch38.eu",0,"K26000","K"
"30340","baeckerei-schwabe.de",0,"K19000","K"
"30341","baeckerei-kremer.de",0,"K19000","K"
"30342","badrenovierung-plus.de",0,"K16000","K"
"30343","badewannen-neu.de",0,"K14000","K"
"30344","baden-mobil.net",0,"K15000","K"
"30345","badehaus-ruedesheim-shop.de",0,"K22000","K"
"30346","bade-henning.de",0,"K25000","K"
"30347","bachmann-immobilien.de",0,"K25000","K"
"30348","babynapf.de",0,"K16000","K"
"30349","babyfotografie.hamburg",0,"K20000","K"
"30350","babasworld.de",0,"K22000","K"
"30351","b2g.cafe",0,"K19000","K"
"30352","b2b-fullservice.de",0,"K16000","K"
"30353","b-xpressed.com",0,"K21000","K"
"30354","b-pur.de",0,"K18000","K"
"30355","b-plastic.com",0,"K12000","K"
"30356","b-loop.de",0,"K16000","K"
"30357","b-au.de",0,"K14000","K"
"30358","aziz-constructions.com",0,"K14000","K"
"30359","az3ndum.de",0,"K32000","K"
"30360","ayusha-zentrum.de",0,"K32000","K"
"30361","aynic.de",0,"K16000","K"
"30362","axlecenter.com",0,"K15000","K"
"30363","axelweber-himc.de",0,"K18000","K"
"30364","axelschultzgora.de",0,"K31000","K"
"30365","axelrunkel.de",0,"K14000","K"
"30366","awts.de",0,"K24000","K"
"30367","awh-akademie.de",0,"K31000","K"
"30368","aw-delta.de",0,"K15000","K"
"30369","avdn.one",0,"K20000","K"
"30370","av-express.eu",0,"K17000","K"
"30371","autoweltschwaben.de",0,"K15000","K"
"30372","autounfall.bayern",0,"K28000","K"
"30373","autoteilevogel.com",0,"K15000","K"
"30374","autoservicemehrow.de",0,"K15000","K"
"30375","autoservice-winter.de",0,"K15000","K"
"30376","autoservice-wehlitz.de",0,"K15000","K"
"30377","autoservice-oezder.de",0,"K15000","K"
"30378","autosattlerei-franzen.de",0,"K15000","K"
"30379","autoradio-service.de",0,"K15000","K"
"30380","autopflege-neu-ulm.de",0,"K15000","K"
"30381","autopflege-manufaktur.de",0,"K15000","K"
"30382","autopflege-koenigsbrunn.de",0,"K15000","K"
"30383","autopflege-ketzin.de",0,"K15000","K"
"30384","autoparadies-lembach.de",0,"K15000","K"
"30385","automosersee.de",0,"K15000","K"
"30386","automobile-weilimdorf.de",0,"K15000","K"
"30387","automobile-ruebsamen.de",0,"K15000","K"
"30388","automakler-online.com",0,"K15000","K"
"30389","autoland-l-s.de",0,"K15000","K"
"30390","autokauf-autoexport.de",0,"K15000","K"
"30391","autohilfe-thueringen.de",0,"K15000","K"
"30392","autohilfe-ringgenburger.de",0,"K15000","K"
"30393","autohausjordt.de",0,"K15000","K"
"30394","autohausbarth.de",0,"K15000","K"
"30395","autohaus-mig.de",0,"K15000","K"
"30396","autohaus-macht.bayern",0,"K15000","K"
"30397","autohaus-kaufungen.de",0,"K15000","K"
"30398","autohaus-kappes.de",0,"K15000","K"
"30399","autohaus-jann.de",0,"K15000","K"
"30400","autohaus-harnischmacher.de",0,"K15000","K"
"30401","autohaus-anders.de",0,"K15000","K"
"30402","autohandel-osmani.de",0,"K15000","K"
"30403","autohandel-ali-fakih.de",0,"K15000","K"
"30404","autoglaswerkstatt-dortmund.de",0,"K15000","K"
"30405","autoglasprojekt.de",0,"K15000","K"
"30406","autoglaserei-heidelberg.de",0,"K15000","K"
"30407","autoglaser-ulm.de",0,"K15000","K"
"30408","autoglaser-hofgeismar.de",0,"K15000","K"
"30409","autoglaser-duisburg.de",0,"K15000","K"
"30410","autoglaser-chemnitz.de",0,"K15000","K"
"30411","autoglaser-balingen.de",0,"K15000","K"
"30412","autoglascentrum.com",0,"K15000","K"
"30413","autoglas-wurzburg.de",0,"K15000","K"
"30414","autoglas-waiblingen.de",0,"K15000","K"
"30415","autoglas-schwelm.de",0,"K15000","K"
"30416","autoglas-nurnberg.de",0,"K15000","K"
"30417","autoglas-nooder.de",0,"K15000","K"
"30418","autoglas-neuulm.de",0,"K15000","K"
"30419","autoglas-naumburg.de",0,"K15000","K"
"30420","autoglas-mosbach.de",0,"K15000","K"
"30421","autoglas-leonberg.de",0,"K15000","K"
"30422","autoglas-kirchheim.de",0,"K15000","K"
"30423","autoglas-goeppingen.de",0,"K15000","K"
"30424","autoglas-ck.de",0,"K15000","K"
"30425","autoglas-bietigheim.de",0,"K15000","K"
"30426","autoforum-bremen.de",0,"K15000","K"
"30427","autofilter24.de",0,"K15000","K"
"30428","autoersatzteile24-duesseldorf.de",0,"K16000","K"
"30429","autoconnect24.de",0,"K15000","K"
"30430","autocenter-nele.at",0,"K15000","K"
"30431","autocenter-moers.de",0,"K15000","K"
"30432","autocenter-beller.de",0,"K15000","K"
"30433","autobauer-paf.de",0,"K15000","K"
"30434","autoaufbereitung-meyer.de",0,"K15000","K"
"30435","autoanmietung-berlin.de",0,"K15000","K"
"30436","autoankauf-verkauf.de",0,"K15000","K"
"30437","autoankauf-potsdam.eu",0,"K15000","K"
"30438","auto-zentrum-gronau.de",0,"K15000","K"
"30439","auto-waschen-mosbach.de",0,"K15000","K"
"30440","auto-service-leiter.de",0,"K15000","K"
"30441","auto-service-hoppe-berlin.de",0,"K15000","K"
"30442","auto-scholl.de",0,"K15000","K"
"30443","auto-schaum.de",0,"K15000","K"
"30444","auto-kraus-gmbh.de",0,"K15000","K"
"30445","auto-kalmlage.de",0,"K15000","K"
"30446","auto-hecht.com",0,"K15000","K"
"30447","auto-entsorgung.com",0,"K13000","K"
"30448","auto-engl.de",0,"K15000","K"
"30449","auto-colosseum.eu",0,"K25000","K"
"30450","autismuszentrum-bernau.de",0,"K33000","K"
"30451","autas-vertrieb.de",0,"K16000","K"
"30452","auszeit-hundsangen.de",0,"K22000","K"
"30453","austriacube.eu",0,"K16000","K"
"30454","ausderzeit.de",0,"K26000","K"
"30455","ausbildungsstall-sieger.de",0,"K21000","K"
"30456","ausbauwelten.de",0,"K14000","K"
"30457","aurofol.com",0,"K16000","K"
"30458","aurea-pflegevermittlung.de",0,"K32000","K"
"30459","auramed-vitalstudio.de",0,"K32000","K"
